Year,Experience,Employment_Type,Job_Title,Job_Cluster,Salary_USD,Work_Mode,Remote_Ratio,Employee_Country,Company_Country,Company_Size,Cross_Border,Salary_Tier
2021,Senior,Full-time,AI Scientist,ML/AI,55000,Remote,100,ES,ES,Large,False,Low
2021,Senior,Full-time,Data Scientist,Scientist,20171,Hybrid,50,TR,TR,Large,False,Low
2021,Entry,Full-time,Business Data Analyst,Analyst,59102,Remote,100,LU,LU,Large,False,Low
2021,Mid,Full-time,Data Engineer,Engineer,112000,Remote,100,US,US,Large,False,Mid-High
2021,Entry,Full-time,Research Scientist,Scientist,100000,On-site,0,JE,CN,Large,True,Mid-Low
2021,Mid,Part-time,Data Engineer,Engineer,69741,Remote,100,NL,NL,Large,False,Mid-Low
2021,Senior,Contract,Staff Data Scientist,Scientist,105000,Remote,100,US,US,Medium,False,Mid-High
2021,Mid,Full-time,Research Scientist,Scientist,69999,Hybrid,50,CZ,CZ,Large,False,Mid-Low
2021,Senior,Full-time,Data Science Manager,Management,94665,Hybrid,50,IN,IN,Large,False,Mid-Low
2021,Senior,Full-time,Head of Data,Management,102839,Remote,100,SI,SI,Large,False,Mid-High
2021,Mid,Full-time,Data Scientist,Scientist,109000,Hybrid,50,US,US,Large,False,Mid-High
2021,Mid,Full-time,Machine Learning Engineer,ML/AI,51064,Hybrid,50,IT,IT,Large,False,Low
2022,Senior,Full-time,Data Engineer,Engineer,135000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,155000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Analyst,Analyst,120600,Remote,100,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Scientist,Scientist,130000,On-site,0,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Scientist,Scientist,90000,On-site,0,US,US,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,170000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Engineer,Engineer,150000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,102100,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,84900,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,136620,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,99360,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,117789,On-site,0,GB,GB,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,104702,On-site,0,GB,GB,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,146000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,123000,Remote,100,US,US,Medium,False,Mid-High
2022,Entry,Full-time,Data Engineer,Engineer,52351,Remote,100,GB,GB,Medium,False,Low
2022,Senior,Full-time,Data Analyst,Analyst,99000,On-site,0,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,116000,On-site,0,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Analyst,Analyst,106260,On-site,0,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Analyst,Analyst,126500,On-site,0,US,US,Medium,False,Mid-High
2022,Executive,Full-time,Data Engineer,Engineer,242000,Remote,100,US,US,Medium,False,Top
2022,Executive,Full-time,Data Engineer,Engineer,200000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,65438,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Mid,Full-time,Data Scientist,Scientist,39263,On-site,0,GB,GB,Medium,False,Low
2022,Mid,Full-time,Data Engineer,Engineer,78526,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,52351,On-site,0,GB,GB,Medium,False,Low
2022,Senior,Full-time,Data Scientist,Scientist,165220,Remote,100,US,US,Medium,False,Top
2022,Entry,Full-time,Data Engineer,Engineer,45807,Remote,100,GB,GB,Medium,False,Low
2022,Senior,Full-time,Data Scientist,Scientist,120160,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,90320,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,181940,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,132320,On-site,0,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,220110,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,160080,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,180000,On-site,0,US,US,Large,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,120000,On-site,0,US,US,Large,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,124190,Remote,100,US,US,Medium,False,Mid-High
2022,Executive,Full-time,Data Analyst,Analyst,130000,Remote,100,US,US,Medium,False,Mid-High
2022,Executive,Full-time,Data Analyst,Analyst,110000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,170000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Analyst,Analyst,115500,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,112900,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,90320,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,112900,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,90320,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,165400,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,132320,Remote,100,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Analyst,Analyst,167000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,243900,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Analyst,Analyst,136600,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,109280,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,128875,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,93700,Remote,100,US,US,Medium,False,Mid-Low
2022,Executive,Full-time,Head of Data Science,Management,224000,Remote,100,US,US,Medium,False,Top
2022,Executive,Full-time,Head of Data Science,Management,167875,Remote,100,US,US,Medium,False,Top
2022,Executive,Full-time,Analytics Engineer,Engineer,175000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,156600,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,108800,On-site,0,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,95550,On-site,0,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,113000,On-site,0,US,US,Large,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,135000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Science Manager,Management,161342,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Science Manager,Management,137141,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,167000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,123000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,78526,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,65438,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,150000,On-site,0,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,211500,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Architect,Other,192400,Remote,100,CA,CA,Medium,False,Top
2022,Senior,Full-time,Data Architect,Other,90700,Remote,100,CA,CA,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,130000,Remote,100,CA,CA,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,61300,Remote,100,CA,CA,Medium,False,Low
2022,Senior,Full-time,Data Analyst,Analyst,130000,Remote,100,CA,CA,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,61300,Remote,100,CA,CA,Medium,False,Low
2022,Senior,Full-time,Data Engineer,Engineer,160000,On-site,0,US,US,Large,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,138600,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,136000,On-site,0,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Analyst,Analyst,58000,On-site,0,US,US,Small,False,Low
2022,Executive,Full-time,Analytics Engineer,Engineer,135000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,170000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,123000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,189650,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,164996,On-site,0,US,US,Medium,False,Top
2022,Mid,Full-time,ETL Developer,Other,54957,On-site,0,GR,GR,Medium,False,Low
2022,Mid,Full-time,ETL Developer,Other,54957,On-site,0,GR,GR,Medium,False,Low
2022,Executive,Full-time,Lead Data Engineer,Engineer,118187,Remote,100,CA,CA,Small,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,132000,On-site,0,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,165400,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Architect,Other,208775,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Architect,Other,147800,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,136994,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,101570,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,128875,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,93700,Remote,100,US,US,Medium,False,Mid-Low
2022,Executive,Full-time,Head of Machine Learning,ML/AI,79039,Hybrid,50,IN,IN,Large,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,132320,Remote,100,US,US,Medium,False,Mid-High
2022,Entry,Full-time,Machine Learning Engineer,ML/AI,37300,Remote,100,GB,GB,Large,False,Low
2022,Senior,Full-time,Data Analyst,Analyst,164000,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,155000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Machine Learning Engineer,ML/AI,124333,On-site,0,GB,GB,Medium,False,Mid-High
2022,Mid,Full-time,Machine Learning Engineer,ML/AI,98158,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Mid,Full-time,AI Scientist,ML/AI,120000,On-site,0,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,112900,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,90320,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analytics Manager,Management,145000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analytics Manager,Management,105400,Remote,100,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Machine Learning Engineer,ML/AI,87932,Remote,100,FR,DE,Medium,True,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,117789,On-site,0,GB,GB,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,215300,Remote,100,US,US,Large,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,158200,Remote,100,US,US,Large,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,209100,Remote,100,US,US,Large,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,154600,Remote,100,US,US,Large,False,Top
2022,Senior,Full-time,Data Analyst,Analyst,115934,On-site,0,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,81666,On-site,0,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,175000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Engineer,Engineer,98158,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Mid,Full-time,Data Analyst,Analyst,58000,On-site,0,US,US,Small,False,Low
2022,Senior,Full-time,Data Engineer,Engineer,183600,Remote,100,US,US,Large,False,Top
2022,Mid,Full-time,Data Analyst,Analyst,52351,Remote,100,GB,GB,Medium,False,Low
2022,Senior,Full-time,Data Scientist,Scientist,180000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,71982,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Mid,Full-time,Data Scientist,Scientist,45807,On-site,0,GB,GB,Medium,False,Low
2022,Mid,Full-time,Data Engineer,Engineer,65949,Remote,100,GR,GR,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,49461,Remote,100,GR,GR,Medium,False,Low
2022,Mid,Full-time,Data Engineer,Engineer,78526,Remote,100,GB,GB,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,58894,Remote,100,GB,GB,Medium,False,Low
2022,Senior,Full-time,Data Scientist,Scientist,260000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Science Engineer,Engineer,60000,Remote,100,AR,MX,Large,True,Low
2022,Mid,Full-time,Data Engineer,Engineer,63900,On-site,0,US,US,Medium,False,Mid-Low
2022,Mid,Full-time,Machine Learning Scientist,ML/AI,160000,Remote,100,US,US,Large,False,Top
2022,Mid,Full-time,Machine Learning Scientist,ML/AI,112300,Remote,100,US,US,Large,False,Mid-High
2022,Mid,Full-time,Data Science Manager,Management,241000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Science Manager,Management,159000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,180000,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,80000,On-site,0,US,US,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,82900,On-site,0,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,100800,Remote,100,US,US,Large,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,49461,Remote,100,ES,ES,Medium,False,Low
2022,Senior,Full-time,Data Scientist,Scientist,140400,On-site,0,US,US,Large,False,Mid-High
2022,Mid,Full-time,Data Analyst,Analyst,39263,Remote,100,GB,GB,Medium,False,Low
2022,Mid,Full-time,Data Analyst,Analyst,43966,Remote,100,ES,ES,Medium,False,Low
2022,Mid,Full-time,Data Analyst,Analyst,32974,Remote,100,ES,ES,Medium,False,Low
2022,Mid,Full-time,Data Engineer,Engineer,87932,Remote,100,ES,ES,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,76940,Remote,100,ES,ES,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,104702,Remote,100,GB,GB,Medium,False,Mid-High
2022,Mid,Full-time,Data Engineer,Engineer,91614,Remote,100,GB,GB,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,65949,Remote,100,ES,ES,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,87932,Remote,100,GR,GR,Medium,False,Mid-Low
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,189650,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,164996,On-site,0,US,US,Medium,False,Top
2022,Mid,Full-time,Data Analyst,Analyst,43966,Remote,100,GR,GR,Medium,False,Low
2022,Mid,Full-time,Data Analyst,Analyst,32974,Remote,100,GR,GR,Medium,False,Low
2022,Mid,Full-time,Data Engineer,Engineer,98158,Remote,100,GB,GB,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,78526,Remote,100,GB,GB,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,215300,On-site,0,US,US,Large,False,Top
2022,Mid,Full-time,Data Engineer,Engineer,76940,Remote,100,GR,GR,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,209100,Remote,100,US,US,Large,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,154600,Remote,100,US,US,Large,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,180000,Remote,100,US,US,Medium,False,Top
2022,Entry,Full-time,ML Engineer,ML/AI,21983,Remote,100,PT,PT,Large,False,Low
2022,Senior,Full-time,Data Engineer,Engineer,80000,Remote,100,US,US,Medium,False,Mid-Low
2022,Mid,Full-time,Machine Learning Developer,ML/AI,78791,Remote,100,CA,CA,Medium,False,Mid-Low
2022,Executive,Full-time,Director of Data Science,Management,196979,Hybrid,50,CA,CA,Large,False,Top
2022,Mid,Full-time,Machine Learning Engineer,ML/AI,120000,Remote,100,US,US,Small,False,Mid-High
2022,Entry,Full-time,Computer Vision Engineer,Engineer,125000,On-site,0,US,US,Medium,False,Mid-High
2022,Mid,Full-time,NLP Engineer,Engineer,37236,Hybrid,50,US,US,Large,False,Low
2022,Senior,Full-time,Data Engineer,Engineer,105000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Lead Machine Learning Engineer,ML/AI,87932,On-site,0,DE,DE,Medium,False,Mid-Low
2022,Mid,Full-time,Business Data Analyst,Analyst,18442,Remote,100,IN,IN,Medium,False,Low
2022,Mid,Full-time,Data Scientist,Scientist,31615,Remote,100,IN,IN,Large,False,Low
2022,Mid,Full-time,Machine Learning Infrastructure Engineer,ML/AI,58255,Hybrid,50,PT,PT,Large,False,Low
2022,Entry,Full-time,Financial Data Analyst,Analyst,100000,Hybrid,50,US,US,Large,False,Mid-Low
2022,Mid,Part-time,Data Engineer,Engineer,54957,Hybrid,50,DE,DE,Large,False,Low
2022,Entry,Full-time,Data Scientist,Scientist,18442,Remote,100,IN,IN,Medium,False,Low
2022,Senior,Full-time,Principal Data Scientist,Scientist,162674,Remote,100,DE,DE,Medium,False,Top
2022,Entry,Full-time,Data Engineer,Engineer,120000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Research Scientist,Scientist,144000,Hybrid,50,US,US,Large,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,104890,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,100000,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,140000,Remote,100,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Analyst,Analyst,135000,Remote,100,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Analyst,Analyst,50000,Remote,100,US,US,Medium,False,Low
2022,Senior,Full-time,Data Scientist,Scientist,220000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,140000,Remote,100,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Scientist,Scientist,183228,On-site,0,GB,GB,Medium,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,91614,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,185100,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,220000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,200000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,120000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,120000,Remote,100,AE,AE,Small,False,Mid-High
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,65000,Remote,100,AE,AE,Small,False,Mid-Low
2022,Executive,Full-time,Data Engineer,Engineer,324000,Remote,100,US,US,Medium,False,Top
2022,Executive,Full-time,Data Engineer,Engineer,216000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,210000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,120000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,230000,Remote,100,US,US,Medium,False,Top
2022,Entry,Part-time,Data Scientist,Scientist,100000,Hybrid,50,DZ,DZ,Medium,False,Mid-Low
2022,Mid,Freelance,Data Scientist,Scientist,100000,Remote,100,CA,US,Medium,True,Mid-Low
2022,Entry,Contract,Applied Machine Learning Scientist,ML/AI,31875,Remote,100,TN,CZ,Medium,True,Low
2022,Senior,Full-time,Head of Data,Management,200000,Remote,100,MY,US,Medium,True,Top
2022,Mid,Full-time,Principal Data Analyst,Analyst,75000,Remote,100,CA,CA,Small,False,Mid-Low
2022,Mid,Full-time,Data Scientist,Scientist,35590,Remote,100,PL,PL,Large,False,Low
2022,Senior,Full-time,Machine Learning Developer,ML/AI,78791,Remote,100,CA,CA,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,100000,Remote,100,BR,US,Medium,True,Mid-Low
2022,Mid,Full-time,Machine Learning Scientist,ML/AI,153000,Hybrid,50,US,US,Medium,False,Top
2022,Entry,Full-time,Data Engineer,Engineer,58035,Remote,100,PK,DE,Medium,True,Low
2022,Senior,Full-time,Data Scientist,Scientist,165000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Research Scientist,Scientist,93427,Hybrid,50,FR,FR,Large,False,Mid-Low
2022,Entry,Full-time,Data Scientist,Scientist,52396,Remote,100,CA,CA,Large,False,Low
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,62651,Remote,100,NL,NL,Large,False,Low
2022,Mid,Full-time,Head of Data,Management,32974,Remote,100,EE,EE,Small,False,Low
2022,Entry,Full-time,Data Scientist,Scientist,40000,Remote,100,JP,MY,Large,True,Low
2022,Mid,Full-time,Machine Learning Engineer,ML/AI,87425,Remote,100,AU,AU,Large,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,115000,Remote,100,US,US,Medium,False,Mid-High
2022,Entry,Full-time,Data Scientist,Scientist,86703,Hybrid,50,AU,AU,Medium,False,Mid-Low
2022,Mid,Full-time,Applied Machine Learning Scientist,ML/AI,75000,Remote,100,BO,US,Large,True,Mid-Low
2022,Mid,Full-time,Research Scientist,Scientist,64849,On-site,0,AT,AT,Large,False,Mid-Low
2022,Entry,Full-time,Research Scientist,Scientist,120000,Remote,100,US,US,Large,False,Mid-High
2022,Mid,Full-time,Applied Data Scientist,Scientist,157000,Remote,100,US,US,Large,False,Top
2022,Entry,Full-time,Computer Vision Software Engineer,Engineer,150000,Remote,100,AU,AU,Small,False,Mid-High
2022,Mid,Full-time,Business Data Analyst,Analyst,70912,Hybrid,50,CA,CA,Large,False,Mid-Low
2022,Entry,Full-time,Data Engineer,Engineer,65000,Remote,100,US,US,Small,False,Mid-Low
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,71444,Remote,100,IE,IE,Small,False,Mid-Low
2022,Entry,Full-time,Data Analytics Engineer,Engineer,20000,On-site,0,PK,PK,Medium,False,Low
2022,Mid,Full-time,Data Scientist,Scientist,48000,Remote,100,RU,US,Small,True,Low
2022,Senior,Full-time,Data Science Manager,Management,152500,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Engineer,Engineer,68147,Remote,100,FR,FR,Medium,False,Mid-Low
2022,Mid,Full-time,Data Scientist,Scientist,122346,On-site,0,CH,CH,Large,False,Mid-High
2022,Senior,Full-time,Applied Data Scientist,Scientist,380000,Remote,100,US,US,Large,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,69336,Remote,100,CA,CA,Medium,False,Mid-Low
2022,Entry,Full-time,Computer Vision Engineer,Engineer,10000,Remote,100,PT,LU,Medium,True,Low
2022,Mid,Full-time,Data Analyst,Analyst,20000,Remote,100,GR,GR,Small,False,Low
2022,Senior,Full-time,Data Analytics Lead,Management,405000,Remote,100,US,US,Large,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,135000,Remote,100,US,US,Large,False,Mid-High
2022,Senior,Full-time,Applied Data Scientist,Scientist,177000,Remote,100,US,US,Large,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,78000,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,135000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,100000,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,90320,Remote,100,US,US,Medium,False,Mid-Low
2022,Mid,Full-time,Data Analyst,Analyst,85000,On-site,0,CA,CA,Medium,False,Mid-Low
2022,Mid,Full-time,Data Analyst,Analyst,75000,On-site,0,CA,CA,Medium,False,Mid-Low
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,214000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Machine Learning Engineer,ML/AI,192600,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Architect,Other,266400,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Architect,Other,213120,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Analyst,Analyst,112900,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,155000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,141300,On-site,0,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Scientist,Scientist,102100,On-site,0,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,115934,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,81666,Remote,100,US,US,Medium,False,Mid-Low
2022,Mid,Full-time,Data Engineer,Engineer,206699,On-site,0,US,US,Medium,False,Top
2022,Mid,Full-time,Data Engineer,Engineer,99100,On-site,0,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,130000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,115000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,110500,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,130000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,99050,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,160000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,205300,On-site,0,US,US,Large,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,140400,On-site,0,US,US,Large,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,176000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,144000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,200100,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,160000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,145000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,70500,On-site,0,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,205300,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,140400,On-site,0,US,US,Medium,False,Mid-High
